Domain,Area,Element,Item,Year,Value
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1997"",""9000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1998"",""8000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1999"",""6000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2000"",""6000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2001"",""6000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2002"",""8000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2003"",""56090"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2004"",""38390"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2005"",""33170"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2006"",""32355"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2007"",""51381"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2008"",""98880"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2009"",""44570"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2010"",""57402"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2011"",""209585"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2012"",""321041"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2013"",""524062"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2014"",""453653.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2015"",""289582.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2016"",""9714"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2017"",""9095"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2018"",""10573"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2019"",""8770.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2020"",""3893.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""2021"",""3101"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1992"",""1912000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1993"",""2040000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1994"",""2758000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1995"",""3615000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1996"",""2549000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1997"",""2438000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1998"",""2070000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""1999"",""1697000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2000"",""1401000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2001"",""1416000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2002"",""1240350"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2003"",""1461000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2004"",""1631030"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2005"",""2451000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2006"",""2517400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2007"",""2066049"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2008"",""2221020"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2009"",""2236130"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2010"",""2079850"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2011"",""1856509"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2012"",""1963103"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2013"",""1989991"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2014"",""2075881.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2015"",""2138477.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2016"",""2019209"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2017"",""2006655"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2018"",""2128047"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2019"",""2104195"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2020"",""1994127"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other vegetables, fresh n.e.c."",""2021"",""1949716.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Palm oil"",""2014"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Palm oil"",""2015"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Palm oil"",""2016"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Palm oil"",""2017"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Palm oil"",""2018"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Palm oil"",""2019"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1992"",""27800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1993"",""28600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1994"",""20370"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1995"",""23000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1996"",""30000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1997"",""26000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1998"",""16000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""1999"",""18000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2000"",""29000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2001"",""32000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2002"",""45000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2003"",""40000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2004"",""42000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2005"",""38000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2006"",""20000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2007"",""42800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2008"",""31000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2009"",""32000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2010"",""28000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2011"",""32000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2012"",""30000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2013"",""33000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2014"",""35000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2015"",""31600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2016"",""33400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2017"",""29300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2018"",""36500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2019"",""38300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2020"",""40000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Peaches and nectarines"",""2021"",""43500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1992"",""70810"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1993"",""64300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1994"",""45200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1995"",""50000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1996"",""70000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1997"",""57000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1998"",""48000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""1999"",""60000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""2000"",""88000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""2001"",""45000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""2002"",""90000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""2003"",""73500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Pears"",""2004"",""95000"""
